accession,name,monoisotopic_mass,formula
HMDB0015232,Pimozide,461.227868975,C28H29F2N3O
HMDB0015233,Capecitabine,359.149263656,C15H22FN3O6
HMDB0015234,Arbutamine,317.162708229,C18H23NO4
HMDB0015235,Quinacrine,399.207740304,C23H30ClN3O
HMDB0015237,Sibutramine,279.175377544,C17H26ClN
HMDB0015238,Levocabastine,420.221306387,C26H29FN2O2
HMDB0015239,Methyprylon,183.125928793,C10H17NO2
HMDB0015240,Trilostane,329.199093735,C20H27NO3
HMDB0015242,Miconazole,413.986023908,C18H14Cl4N2O
HMDB0015243,Colistimethate,1638.627900466,C58H110N16O28S5
HMDB0015244,Cefuroxime,424.068884198,C16H16N4O8S
HMDB0015245,Papaverine,339.147058165,C20H21NO4
HMDB0015247,Nifedipine,346.116486318,C17H18N2O6
HMDB0015248,Trimethaphan,365.168759122,C22H25N2OS
HMDB0015249,Atovaquone,366.102272181,C22H19ClO3
HMDB0015250,Amiodarone,645.023680639,C25H29I2NO3
HMDB0015251,Diazoxide,229.991675875,C8H7ClN2O2S
HMDB0015252,Gliclazide,323.130362243,C15H21N3O3S
HMDB0015253,Phenacemide,178.074227574,C9H10N2O2
HMDB0015254,Ambenonium,536.268482022,C28H42Cl2N4O2
HMDB0015255,Proflavine,209.095297367,C13H11N3
HMDB0015256,Tolbutamide,270.103813142,C12H18N2O3S
HMDB0015257,Anisindione,252.07864425,C16H12O3
HMDB0015258,Dutasteride,528.221147444,C27H30F6N2O2
HMDB0015259,Econazole,380.024996233,C18H15Cl3N2O
HMDB0015260,Bicalutamide,430.061040456,C18H14F4N2O4S
HMDB0015262,Prednicarbate,488.241018128,C27H36O8
HMDB0015263,Proguanil,253.109423244,C11H16ClN5
HMDB0015264,Pioglitazone,356.119463206,C19H20N2O3S
HMDB0015265,Tiludronate,317.928359441,C7H9ClO6P2S
HMDB0015266,Doxacurium chloride,1034.535134458,C56H78N2O16
HMDB0015267,Carvedilol,406.18925733,C24H26N2O4
HMDB0015269,Sulfinpyrazone,404.119463206,C23H20N2O3S
HMDB0015270,Cephapirin,423.055876671,C17H17N3O6S2
HMDB0015271,Cefadroxil,363.088891359,C16H17N3O5S
HMDB0015272,Micafungin,1269.438350313,C56H71N9O23S
HMDB0015273,Doxepin,279.162314299,C19H21NO
HMDB0015274,Amifostine,214.054099558,C5H15N2O3PS
HMDB0015275,Dichlorphenamide,303.914603484,C6H6Cl2N2O4S2
HMDB0015276,Sulfoxone,404.017048324,C14H16N2O6S3
HMDB0015277,Diphenylpyraline,281.177964363,C19H23NO
HMDB0015278,Cloxacillin,435.065569098,C19H18ClN3O5S
HMDB0015279,Flavoxate,391.178358293,C24H25NO4
HMDB0015280,Nefazodone,469.224453,C25H32ClN5O2
HMDB0015281,Cefprozil,389.104541423,C18H19N3O5S
HMDB0015282,Desipramine,266.178298714,C18H22N2
HMDB0015283,Candicidin,1108.571913894,C59H84N2O18
HMDB0015284,Sertaconazole,435.997066923,C20H15Cl3N2OS
HMDB0015285,Thiamylal,254.10889852,C12H18N2O2S
HMDB0015286,Gemifloxacin,389.149932358,C18H20FN5O4
HMDB0015288,Trimetrexate,369.180089627,C19H23N5O3
HMDB0015289,Bretylium,242.054437196,C11H17BrN
HMDB0015290,Halothane,195.890225001,C2HBrClF3
HMDB0015292,Chloroprocaine,270.113505569,C13H19ClN2O2
HMDB0015293,Terazosin,387.190654313,C19H25N5O4
HMDB0015294,Amdinocillin,325.146012307,C15H23N3O3S
HMDB0015296,Ofloxacin,361.143784348,C18H20FN3O4
HMDB0015297,Cilostazol,369.216475133,C20H27N5O2
HMDB0015298,Itraconazole,704.239307158,C35H38Cl2N8O4
HMDB0015299,Procarbazine,221.152812245,C12H19N3O
HMDB0015300,Arsenic trioxide,197.8279367,As2O3
HMDB0015301,Guanethidine,198.184446724,C10H22N4
HMDB0015302,Moclobemide,268.097855505,C13H17ClN2O2
HMDB0015303,Kanamycin,484.238058014,C18H36N4O11
HMDB0015304,Orphenadrine,269.177964363,C18H23NO
HMDB0015305,Phenobarbital,232.08479226,C12H12N2O3
HMDB0015307,Cyclizine,266.178298714,C18H22N2
HMDB0015308,Idarubicin,497.168581467,C26H27NO9
HMDB0015309,Chlormezanone,273.022641652,C11H12ClNO3S
HMDB0015310,Podofilox,414.13146768,C22H22O8
HMDB0015311,Rescinnamine,634.289030952,C35H42N2O9
HMDB0015312,Ifosfamide,260.02481966,C7H15Cl2N2O2P
HMDB0015313,Propafenone,341.199093735,C21H27NO3
HMDB0015314,Naloxone,327.147058165,C19H21NO4
HMDB0015315,Domperidone,425.161852744,C22H24ClN5O2
HMDB0015316,Fluoxymesterone,336.210072999,C20H29FO3
HMDB0015317,Pergolide,314.181669532,C19H26N2S
HMDB0015318,Iophendylate,416.121223592,C19H29IO2
HMDB0015319,Ciclopirox,207.125928793,C12H17NO2
HMDB0015320,Desflurane,168.000983916,C3H2F6O
HMDB0015321,Clindamycin,424.179870573,C18H33ClN2O5S
HMDB0015322,Dexfenfluramine,231.123484132,C12H16F3N
HMDB0015323,Oxymorphone,301.131408101,C17H19NO4
HMDB0015324,Acebutolol,336.204907394,C18H28N2O4
HMDB0015325,Brinzolamide,383.064332867,C12H21N3O5S3
HMDB0015326,Flecainide,414.137811746,C17H20F6N2O3
HMDB0015327,Estramustine,439.168099277,C23H31Cl2NO3
HMDB0015328,Captopril,217.077264041,C9H15NO3S
HMDB0015329,Zopiclone,388.105066147,C17H17ClN6O3
HMDB0015330,Tubocurarine,609.296462054,C37H41N2O6
HMDB0015331,Bromocriptine,653.221282062,C32H40BrN5O5
HMDB0015332,Rifapentine,876.452073532,C47H64N4O12
HMDB0015333,Levetiracetam,170.105527702,C8H14N2O2
HMDB0015334,Nadolol,309.194008357,C17H27NO4
HMDB0015335,Mitoxantrone,444.200884648,C22H28N4O6
HMDB0015336,Flumazenil,303.101919534,C15H14FN3O3
HMDB0015337,Lomustine,233.093104478,C9H16ClN3O2
HMDB0015338,Ridogrel,366.119127035,C18H17F3N2O3
HMDB0015339,Sparfloxacin,392.165997,C19H22F2N4O3
HMDB0015340,Dezocine,245.177964363,C16H23NO
HMDB0015341,Levobunolol,291.183443671,C17H25NO3
HMDB0015342,Clarithromycin,747.476891299,C38H69NO13
HMDB0015343,Ceftriaxone,554.04605704,C18H18N8O7S3
HMDB0015344,Fomepizole,82.053098202,C4H6N2
HMDB0015345,Metipranolol,309.194008357,C17H27NO4
HMDB0015346,Estazolam,294.067224079,C16H11ClN4
HMDB0015348,Anastrozole,293.164045633,C17H19N5
HMDB0015349,Halofantrine,499.165654616,C26H30Cl2F3NO
HMDB0015350,Dantrolene,314.06511945,C14H10N4O5
HMDB0015351,Rifaximin,785.352359474,C43H51N3O11
HMDB0015352,Ketamine,237.092041846,C13H16ClNO
HMDB0015353,Budesonide,430.23553882,C25H34O6
HMDB0015357,Mivacurium,1028.560955278,C58H80N2O14
HMDB0015358,Levomethadyl Acetate,353.235479241,C23H31NO2
HMDB0015359,Encainide,352.21507815,C22H28N2O2
HMDB0015360,Paclitaxel,853.330955345,C47H51NO14
HMDB0015361,Diphenidol,309.209264491,C21H27NO
HMDB0015362,Saquinavir,670.38426874,C38H50N6O5
HMDB0015363,Metoclopramide,299.14005467,C14H22ClN3O2
HMDB0015364,Dexamethasone,392.199902243,C22H29FO5
HMDB0015366,Sevoflurane,200.007212153,C4H3F7O
HMDB0015367,Bromodiphenhydramine,333.072826914,C17H20BrNO
HMDB0015369,Chlorprothixene,315.084847978,C18H18ClNS
HMDB0015371,Gemfibrozil,250.15689457,C15H22O3
HMDB0015372,Clomipramine,314.154976453,C19H23ClN2
HMDB0015373,Chloroxine,212.974819201,C9H5Cl2NO
HMDB0015374,Bepridil,366.26711372,C24H34N2O
HMDB0015375,Decamethonium,258.303499226,C16H38N2
HMDB0015376,Trimeprazine,298.150369404,C18H22N2S
HMDB0015377,Isocarboxazid,231.100776675,C12H13N3O2
HMDB0015378,Docetaxel,807.346605409,C43H53NO14
HMDB0015379,Iodixanol,1549.713275288,C35H44I6N6O15
HMDB0015380,Olsalazine,302.053886062,C14H10N2O6
HMDB0015381,Gliquidone,527.209006493,C27H33N3O6S
HMDB0015382,Mitiglinide,315.183443671,C19H25NO3
HMDB0015383,Ergonovine,325.179026995,C19H23N3O2
HMDB0015384,Dasatinib,487.155721508,C22H26ClN7O2S
HMDB0015385,Lisdexamfetamine,263.199762437,C15H25N3O
HMDB0015386,Retapamulin,517.322579687,C30H47NO4S
HMDB0015387,Aliskiren,551.393436443,C30H53N3O6
HMDB0015388,Lapatinib,580.134731942,C29H26ClFN4O4S
HMDB0015389,Desonide,416.219888756,C24H32O6
HMDB0015390,Sitagliptin,407.118079357,C16H15F6N5O
HMDB0015391,Decitabine,228.085854892,C8H12N4O4
HMDB0015392,Posaconazole,700.329708282,C37H42F2N8O4
HMDB0015393,Darunavir,547.235221243,C27H37N3O7S
HMDB0015394,Telbivudine,242.090271568,C10H14N2O5
HMDB0015396,Paliperidone,426.206718955,C23H27FN4O3
HMDB0015397,Sunitinib,398.211804333,C22H27FN4O2
HMDB0015398,Varenicline,211.110947431,C13H13N3
HMDB0015399,Arformoterol,344.173607266,C19H24N2O4
HMDB0015400,Hydralazine,160.074896276,C8H8N4
HMDB0015401,Nelarabine,297.107318615,C11H15N5O5
HMDB0015402,Carbetocin,987.484787417,C45H69N11O12S
HMDB0015403,Lumiracoxib,293.061884577,C15H13ClFNO2
HMDB0015405,Fenoterol,303.147058165,C17H21NO4
HMDB0015406,Glisoxepide,449.173289689,C20H27N5O5S
HMDB0015407,Pirbuterol,240.147392516,C12H20N2O3
HMDB0015408,Bismuth Subsalicylate,361.999166889,C7H5BiO4
HMDB0015409,Bevantolol,345.194008357,C20H27NO4
HMDB0015411,Practolol,266.16304258,C14H22N2O3
HMDB0015412,Sulfacytine,294.078661024,C12H14N4O3S
HMDB0015413,Sulfadoxine,310.073575646,C12H14N4O4S
HMDB0015414,Rolitetracycline,527.226765047,C27H33N3O8
HMDB0015416,Fosamprenavir,585.190986967,C25H36N3O9PS
HMDB0015417,Fosphenytoin,362.066772734,C16H15N2O6P
HMDB0015418,Josamycin,827.466720543,C42H69NO15
HMDB0015419,Polythiazide,438.970880311,C11H13ClF3N3O4S3
HMDB0015420,Quinethazone,289.028789662,C10H12ClN3O3S
HMDB0015421,Cefamandole,462.078009096,C18H18N6O5S2
HMDB0015422,Cefazolin,454.030013046,C14H14N8O4S3
HMDB0015423,Cefonicid,542.034823652,C18H18N6O8S3
HMDB0015424,Cefoperazone,645.142400265,C25H27N9O8S2
HMDB0015425,Cefotetan,575.002143315,C17H17N7O8S4
HMDB0015426,Cefoxitin,427.050791293,C16H17N3O7S2
HMDB0015427,Ceftizoxime,383.035809931,C13H13N5O5S2
HMDB0015428,Cefradine,349.109626801,C16H19N3O4S
HMDB0015429,Metocurine,652.351237278,C40H48N2O6
HMDB0015430,Pancuronium,572.455308418,C35H60N2O4
HMDB0015431,Pipecuronium,602.477106492,C35H62N4O4
HMDB0015432,Vecuronium,557.431833322,C34H57N2O4
HMDB0015433,Cilazapril,417.226371117,C22H31N3O5
HMDB0015434,Forasartan,416.243692936,C23H28N8
HMDB0015435,Polystyrene sulfonate,184.019415292,C8H8O3S
HMDB0015437,Saprisartan,610.049723164,C25H22BrF3N4O4S
HMDB0015438,Spirapril,466.15961346,C22H30N2O5S2
HMDB0015439,Tasosartan,411.180758329,C23H21N7O
HMDB0015440,Amobarbital,226.131742452,C11H18N2O3
HMDB0015441,Aprobarbital,210.100442324,C10H14N2O3
HMDB0015442,Butethal,212.116092388,C10H16N2O3
HMDB0015443,Heptabarbital,250.131742452,C13H18N2O3
HMDB0015444,Hexobarbital,236.116092388,C12H16N2O3
HMDB0015446,Mestranol,310.193280076,C21H26O2
HMDB0015447,Penbutolol,291.219829177,C18H29NO2
HMDB0015448,Troleandomycin,813.451070479,C41H67NO15
HMDB0015449,Iohexol,820.880309705,C19H26I3N3O9
HMDB0015451,Ephedrine,165.115364107,C10H15NO
HMDB0015452,Mephentermine,163.136099549,C11H17N
HMDB0015453,Procaterol,290.16304258,C16H22N2O3
HMDB0015454,Rasagiline,171.104799421,C12H13N
HMDB0015455,Quinupristin,1021.473160099,C53H67N9O10S
HMDB0015458,Magnesium oxide,39.97995652,MgO
HMDB0015459,Cortisone acetate,402.204238692,C23H30O6
HMDB0015461,Glycodiazine,309.078326673,C13H15N3O4S
HMDB0015462,Paramethasone,392.199902243,C22H29FO5
HMDB0015464,Yohimbine,354.194342708,C21H26N2O3
HMDB0015465,Bezafibrate,361.10808584,C19H20ClNO4
HMDB0015466,Colchicine,399.168187537,C22H25NO6
HMDB0015467,Drospirenone,366.219494826,C24H30O3
HMDB0015468,Digitoxin,764.434692134,C41H64O13
HMDB0015469,Magnesium salicylate,298.03277995,C14H10MgO6
HMDB0015471,Salsalate,258.05282343,C14H10O5
HMDB0015472,Neostigmine,223.144652862,C12H19N2O2
HMDB0015474,Methotrimeprazine,328.16093409,C19H24N2OS
HMDB0015477,Clenbuterol,276.079618622,C12H18Cl2N2O
HMDB0015478,Bambuterol,367.210721053,C18H29N3O5
HMDB0015479,Tiotropium,392.099024577,C19H22NO4S2
HMDB0015480,Ciclesonide,540.308703762,C32H44O7
HMDB0015481,Pranlukast,481.175004249,C27H23N5O4
HMDB0015483,Cefepime,480.124959288,C19H24N6O5S2
HMDB0015484,Cefacetrile,339.052505853,C13H13N3O6S
HMDB0015485,Ceftibuten,410.03547558,C15H14N4O6S2
HMDB0015486,Cefpodoxime,427.062024681,C15H17N5O6S2
HMDB0015487,Acenocoumarol,353.089937217,C19H15NO6
HMDB0015488,Antrafenine,588.195995326,C30H26F6N4O2
HMDB0015489,Testosterone Propionate,344.23514489,C22H32O3
HMDB0015490,Paromomycin,615.296301173,C23H45N5O14
HMDB0015491,Nitroxoline,190.037842068,C9H6N2O3
HMDB0015492,Stepronin,273.012949225,C10H11NO4S2
HMDB0015493,Aminophenazone,231.137162181,C13H17N3O
HMDB0015494,Alizapride,315.169524941,C16H21N5O2
HMDB0015495,Ajmaline,326.199428086,C20H26N2O2
HMDB0015496,Amrinone,187.074561925,C10H9N3O
HMDB0015497,Oxybenzone,228.07864425,C14H12O3
HMDB0015498,Aprindine,322.24089897,C22H30N2
HMDB0015499,Almitrine,477.245250373,C26H29F2N7
HMDB0015500,Allylestrenol,300.245315646,C21H32O
HMDB0015502,Methadyl Acetate,353.235479241,C23H31NO2
HMDB0015503,Antipyrine,188.094963016,C11H12N2O
HMDB0015504,Alfacalcidol,400.334130652,C27H44O2
HMDB0015505,Glutethimide,217.110278729,C13H15NO2
HMDB0015506,Phenazopyridine,213.101445377,C11H11N5
HMDB0015508,Fencamfamine,215.167399677,C15H21N
HMDB0015509,Ethylmorphine,313.167793607,C19H23NO3
HMDB0015510,Flunitrazepam,313.08626947,C16H12FN3O3
HMDB0015511,Bromazepam,315.000724604,C14H10BrN3O
HMDB0015512,Clotiazepam,318.059361509,C16H15ClN2OS
HMDB0015513,Fludiazepam,302.062218928,C16H12ClFN2O
HMDB0015516,Dextroamphetamine,135.104799421,C9H13N
HMDB0015517,Methamphetamine,149.120449485,C10H15N
HMDB0015518,Metrizamide,788.854094955,C18H22I3N3O8
HMDB0015519,Phendimetrazine,191.131014171,C12H17NO
HMDB0015520,Oxprenolol,265.167793607,C15H23NO3
HMDB0015521,Sulfamerazine,264.068096338,C11H12N4O2S
HMDB0015522,Sulfamethazine,278.083746402,C12H14N4O2S
HMDB0015526,Ketazolam,368.092770127,C20H17ClN2O3
HMDB0015527,Prazepam,324.102940883,C19H17ClN2O
HMDB0015528,Quazepam,386.026759579,C17H11ClF4N2S
HMDB0015529,Everolimus,957.581356369,C53H83NO14
HMDB0015531,Iron,55.934942133,Fe
HMDB0015532,Zinc,63.929146578,Zn
HMDB0015533,Cinolazepam,357.068032587,C18H13ClFN3O2
HMDB0015534,Nitrazepam,281.080041233,C15H11N3O3
HMDB0015535,Cilastatin,358.156242642,C16H26N2O5S
HMDB0015536,Imipenem,299.093976737,C12H17N3O4S
HMDB0015537,Probucol,516.30957216,C31H48O2S2
HMDB0015538,Tiaprofenic acid,260.05071494,C14H12O3S
HMDB0015539,Lopinavir,628.362470666,C37H48N4O5
HMDB0015540,Bacampicillin,465.156970923,C21H27N3O7S
HMDB0015541,Meticillin,380.104207072,C17H20N2O6S
HMDB0015542,Pivampicillin,463.177706365,C22H29N3O6S
HMDB0015543,Pivmecillinam,439.214091871,C21H33N3O5S
HMDB0015544,Tazobactam,300.052840204,C10H12N4O5S
HMDB0015545,Ticarcillin,384.044977634,C15H16N2O6S2
HMDB0015546,Propericiazine,365.156183063,C21H23N3OS
HMDB0015547,Deferasirox,373.106255983,C21H15N3O4
HMDB0015548,Valganciclovir,354.165167844,C14H22N6O5
HMDB0015549,Hydroxychloroquine,335.176440176,C18H26ClN3O
HMDB0015550,Amyl Nitrite,117.078978601,C5H11NO2
HMDB0015551,Erythrityl Tetranitrate,301.998221676,C4H6N4O12
HMDB0015552,Acepromazine,326.145284026,C19H22N2OS
HMDB0015553,Aceprometazine,326.145284026,C19H22N2OS
HMDB0015554,Alverine,281.214349869,C20H27N
HMDB0015555,Molindone,276.183778022,C16H24N2O2
HMDB0015556,Phenindamine,261.151749613,C19H19N
HMDB0015557,Pheniramine,240.16264865,C16H20N2
HMDB0015558,Pipotiazine,475.196333317,C24H33N3O3S2
HMDB0015559,Thioproperazine,446.181017604,C22H30N4O2S2
HMDB0015560,Thiothixene,443.170118567,C23H29N3O2S2
HMDB0015561,Zuclopenthixol,400.137611829,C22H25ClN2OS
HMDB0015562,Isopropamide,353.259288688,C23H33N2O
HMDB0015563,Pargyline,159.104799421,C11H13N
HMDB0015564,Lincomycin,406.21375752,C18H34N2O6S
HMDB0015565,Etoricoxib,358.054276131,C18H15ClN2O2S
HMDB0015566,Dalfopristin,690.329849908,C34H50N4O9S
HMDB0015567,Calcipotriol,412.297745146,C27H40O3
HMDB0015568,Vorinostat,264.147392516,C14H20N2O3
HMDB0015569,Terlipressin,1226.496097158,C52H74N16O15S2
HMDB0015570,Fusidic Acid,516.345089268,C31H48O6
HMDB0015573,Niflumic Acid,282.061612157,C13H9F3N2O2
HMDB0015574,Latamoxef,520.101246958,C20H20N6O9S
HMDB0015575,Trioxsalen,228.07864425,C14H12O3
HMDB0015576,Thiotepa,189.048954601,C6H12N3PS
HMDB0015579,Quinestrol,364.240230268,C25H32O2
HMDB0015581,Iodipamide,1139.51199671,C20H14I6N2O6
HMDB0015582,Suramin,1296.046905756,C51H40N6O23S6
HMDB0015583,Bifonazole,310.146998586,C22H18N2
HMDB0015584,Maraviroc,513.327917369,C29H41F2N5O
HMDB0015585,Chlophedianol,289.123341974,C17H20ClNO
HMDB0015586,Cyclandelate,276.172544634,C17H24O3
HMDB0015587,Cyproterone,374.164872437,C22H27ClO3
HMDB0015589,Flunarizine,404.206405252,C26H26F2N2
HMDB0015590,Fluspirilene,475.243519039,C29H31F2N3O
HMDB0015591,Mepenzolate,340.191268703,C21H26NO3
HMDB0015592,Tetrabenazine,317.199093735,C19H27NO3
HMDB0015593,Ixabepilone,506.281443154,C27H42N2O5S
HMDB0015594,Nebivolol,405.175164703,C22H25F2NO4
HMDB0015595,Nilotinib,529.183792976,C28H22F3N7O
HMDB0015596,Vildagliptin,303.194677059,C17H25N3O2
HMDB0015597,Voacamine,704.393770794,C43H52N4O5
HMDB0015598,Voglibose,267.131802031,C10H21NO7
HMDB0015599,Enoximone,248.061948328,C12H12N2O2S
HMDB0015600,Bepotastine,388.155370383,C21H25ClN2O3
HMDB0015601,Vapreotide,1130.483013278,C57H70N12O9S2
HMDB0015602,Milnacipran,246.173213336,C15H22N2O
HMDB0015603,Ximelagatran,473.263819255,C24H35N5O5
HMDB0015604,Permethrin,390.07894992,C21H20Cl2O3
HMDB0015605,Tamibarotene,351.183443671,C22H25NO3
HMDB0015606,Lofexidine,258.03266843,C11H12Cl2N2O
HMDB0015607,Lucanthone,340.16093409,C20H24N2OS
HMDB0015608,Indacaterol,392.209992772,C24H28N2O3
HMDB0015609,Trabectedin,761.261829923,C39H43N3O11S
HMDB0015611,Methsuximide,203.094628665,C12H13NO2
HMDB0015613,Ecabet,380.165744696,C20H28O5S
HMDB0015614,Ibudilast,230.141913208,C14H18N2O
HMDB0015615,Rotigotine,315.165685117,C19H25NOS
HMDB0015616,Telaprevir,679.405732463,C36H53N7O6
HMDB0015618,Sertindole,440.177917386,C24H26ClFN4O
HMDB0015619,Sulfathiazole,255.013617927,C9H9N3O2S2
HMDB0015620,Mianserin,264.16264865,C18H20N2
HMDB0015621,Sulfadimethoxine,310.073575646,C12H14N4O4S
HMDB0015623,Rimonabant,462.078094435,C22H21Cl3N4O
HMDB0015624,Icatibant,1303.660794719,C59H89N19O13S
HMDB0015625,Prasugrel,373.114792406,C20H20FNO3S
HMDB0015627,Droxidopa,213.063722467,C9H11NO5
HMDB0015628,Udenafil,516.25187436,C25H36N6O4S
HMDB0015629,Sitaxentan,454.006005309,C18H15ClN2O6S2
HMDB0015631,Alvimopan,424.236207522,C25H32N2O4
HMDB0015632,Temsirolimus,1029.602485741,C56H87NO16
HMDB0015633,Amisulpride,369.172227057,C17H27N3O4S
HMDB0015634,Saxagliptin,315.194677059,C18H25N3O2
HMDB0015636,Agomelatine,243.125928793,C15H17NO2
HMDB0015637,Vilazodone,441.216475133,C26H27N5O2
HMDB0015639,Mepyramine,285.184112373,C17H23N3O
HMDB0015640,Xylometazoline,244.193948778,C16H24N2
HMDB0015641,Dabigatran etexilate,627.316917457,C34H41N7O5
HMDB0015642,Arbekacin,552.311891658,C22H44N6O10
HMDB0015643,Artemether,298.178023942,C16H26O5
HMDB0015644,Betahistine,136.100048394,C8H12N2
HMDB0015645,Degarelix,1630.748797045,C82H103ClN18O16
HMDB0015646,Desvenlafaxine,263.188529049,C16H25NO2
HMDB0015647,Dexmethylphenidate,233.141578857,C14H19NO2
HMDB0015648,Fesoterodine,411.277344055,C26H37NO3
HMDB0015649,Gadobutrol,605.13321,C18H31GdN4O9
HMDB0015651,Isometheptene,141.151749613,C9H19N
HMDB0015652,Levonordefrin,183.089543287,C9H13NO3
HMDB0015653,Lumefantrine,527.154947772,C30H32Cl3NO
HMDB0015654,Methacholine,160.133753825,C8H18NO2
HMDB0015655,Methyltestosterone,302.224580204,C20H30O2
HMDB0015656,Naphazoline,210.115698458,C14H14N2
HMDB0015657,Nilvadipine,385.127385355,C19H19N3O6
HMDB0015658,Norelgestromin,327.219829177,C21H29NO2
HMDB0015659,Propylhexedrine,155.167399677,C10H21N
HMDB0015661,Fospropofol,288.112660294,C13H21O5P
HMDB0015662,Fosaprepitant,614.116518403,C23H22F7N4O6P
HMDB0015666,Lornoxicam,370.98012491,C13H10ClN3O4S2
HMDB0015667,Sulfaphenazole,314.083746402,C15H14N4O2S
HMDB0015668,Gestodene,310.193280076,C21H26O2
HMDB0015669,Drotaverine,397.225308485,C24H31NO4
HMDB0015670,Alcaftadine,307.168462309,C19H21N3O
HMDB0015672,Cabazitaxel,835.377905537,C45H57NO14
HMDB0015673,Carglumic acid,190.05897144,C6H10N2O5
HMDB0015676,Difluprednate,508.227259852,C27H34F2O7
HMDB0015677,Dimercaprol,124.001656258,C3H8OS2
HMDB0015678,Nepafenac,254.105527702,C15H14N2O2
HMDB0015679,Niclosamide,325.986112168,C13H8Cl2N2O4
HMDB0015680,Nonoxynol-9,616.41864814,C33H60O10
HMDB0015681,Plerixafor,502.447143768,C28H54N8
HMDB0015682,Plicamycin,1084.47265336,C52H76O24
HMDB0015684,Diloxanide,327.006513259,C14H11Cl2NO4
HMDB0015685,Azidocillin,375.100124747,C16H17N5O4S
HMDB0015686,Pipazethate,399.161662371,C21H25N3O3S
HMDB0015687,Salicylamide,137.047678473,C7H7NO2
HMDB0015688,Sulfamoxole,267.067761987,C11H13N3O3S
HMDB0015689,Antazoline,265.157897623,C17H19N3
HMDB0015690,Chloropyramine,289.134575362,C16H20ClN3
HMDB0015691,Dimethindene,292.193948778,C20H24N2
HMDB0015692,Isothipendyl,285.129968313,C16H19N3S
HMDB0015693,Tymazoline,232.157563272,C14H20N2O
HMDB0015694,Nandrolone decanoate,428.329045274,C28H44O3
HMDB0015695,Roxatidine acetate,348.204907394,C19H28N2O4
HMDB0015696,Bopindolol,380.209992772,C23H28N2O3
HMDB0015697,Bupranolol,271.13390666,C14H22ClNO2
HMDB0015698,Cinitapride,402.226705468,C21H30N4O4
HMDB0015699,Tofisopam,382.18925733,C22H26N2O4
HMDB0015702,Ticagrelor,522.186080514,C23H28F2N6O4S
HMDB0015704,Tafluprost,452.237430608,C25H34F2O5
HMDB0015705,Ivacaftor,392.209992772,C24H28N2O3
HMDB0028680,Alanylalanine,160.08479226,C6H12N2O3
HMDB0028681,Alanylarginine,245.148789492,C9H19N5O3
HMDB0028682,Alanylasparagine,203.090605911,C7H13N3O4
HMDB0028683,Alanylaspartic acid,204.074621494,C7H12N2O5
HMDB0028684,Alanylcysteine,192.056863428,C6H12N2O3S
HMDB0028685,Alanylglutamine,217.106255975,C8H15N3O4
HMDB0028686,Alanylglutamic acid,218.090271559,C8H14N2O5
HMDB0028688,Alanylhydroxyproline,202.095356939,C8H14N2O4
HMDB0028689,Alanylhistidine,226.106590327,C9H14N4O3
HMDB0028690,Alanylisoleucine,202.131742448,C9H18N2O3
HMDB0028691,Alanylleucine,202.131742448,C9H18N2O3
HMDB0028692,Alanyllysine,217.142641484,C9H19N3O3
HMDB0028693,Alanylmethionine,220.088163557,C8H16N2O3S
HMDB0028694,Alanylphenylalanine,236.116092383,C12H16N2O3
HMDB0028695,Alanylproline,186.100442319,C8H14N2O3
HMDB0028696,Alanylserine,176.079706874,C6H12N2O4
HMDB0028697,Alanylthreonine,190.095356939,C7H14N2O4
HMDB0028699,Alanyltyrosine,252.111007003,C12H16N2O4
HMDB0028700,Alanylvaline,188.116092383,C8H16N2O3
HMDB0028701,Alanyl-Gamma-glutamate,217.106255983,C8H15N3O4
HMDB0028702,Arginylalanine,245.148789492,C9H19N5O3
HMDB0028703,Arginylarginine,330.212786729,C12H26N8O3
HMDB0028704,Arginylasparagine,288.154603148,C10H20N6O4
HMDB0028705,Arginylaspartic acid,289.138618732,C10H19N5O5
HMDB0028706,Arginylcysteine,277.120860666,C9H19N5O3S
HMDB0028707,Arginylglutamine,302.170253212,C11H22N6O4
HMDB0028708,Arginylglutamic acid,303.154268796,C11H21N5O5
HMDB0028709,Arginylglycine,231.133139427,C8H17N5O3
HMDB0028710,Arginylhydroxyproline,287.159354176,C11H21N5O4
HMDB0028711,Arginylhistidine,311.170587564,C12H21N7O3
